VIN,Frequency
baa456d4501104dd4,8
79ba4464ad87e469a,8
9e7270d8836c71d10,8
7b85c99a72552dfd6,8
65dd63f4953164953,8
7265e1ca2145d73f7,8
2be699c23deeca697,8
3dafc04df4346d075,8
eb8416b06447cf6df,8
6252b2f1d7329cb7e,8
d0edfd3255496e450,8
f10d7408ab38b93a6,8
ea94b0e7c85fe4de2,8
c7e2fc99f6a53cc33,8
c2713fe61a1942712,8
270d831203111cedb,8
00f0efb1c7f5b175c,8
18bba00cb8a54a7f2,8
c4ccfbeb48e88e252,8
9fe3e47974f348cf5,8
94f417df28862f78b,8
5ecbbe9fbf4fcfacb,8
05aec0d01a8d03f00,8
c0736c24ef97b2cfc,8
f883ab6f6ca0b7017,8
708544831c598cc0c,8
91e74a539219fbf0b,8
fee348859b5e93ee8,8
3f68b0a110054fd9d,8
bd1c69509b64b6ef7,8
c23ce099e7ef23982,8
41bcf2cb601c0d543,8
7b4071d1db1346dc5,8
0114b668af17882ed,8
4dc23b9fc38d3ee51,8
6a2713cccf6c2cc1d,8
61d1a85f1b03c8ea4,8
05fc32a8b8a6baf68,8
4f8e9ce49ea3d6de0,8
d8128cbce93422873,8
5f29dffb5f53f2d98,8
6a4a630fdd7686add,8
2cfa09ce517809a90,8
da8f228fda344fd69,7
9c9f6100a46c8a1a3,7
2ae19556e3829cc5b,7
2cea5cff38026a2b8,7
ab1befdbf9dc53cb8,7
9c3b6b62f6d1be3c7,7
9bb837fc8d5cdbead,7
492395f82c0a03447,7
dcf53109fdb422eef,7
3f488548d82af7e5e,7
f247a07dc48b32ba8,7
8ab7a429cd7a6ab7a,7
92a97e4cdf85328d6,7
a2af051b11e03030a,7
099d6f75a283e16b5,7
2ca92cbd9f96abc59,7
1bafa0d973a5e421f,7
641a7244690bda760,7
dc3310be4d6c785e9,7
005afd12bcf6a51d6,7
0e20525e2bc3a9c73,7
0996fea4bd4e9f665,7
261c6d1e0f7459dd1,7
ec64e72479e69f8c5,7
ce1f17568a4cb366d,7
bc15cc7dc06fd30a8,7
af0301e14bdfafb6b,7
2b47d2595b4f86d89,7
480ed8123f1183806,7
46db0d69d25613128,7
1c8f94121ce2fb285,7
31f9eedcf4bbb1f20,7
7636e3e28b37959a9,7
54cb3393463edc991,7
f80b8fae6383fb8f6,7
b15da96db70c9d680,7
5fc62e0ee1eb76e03,7
fc34d062a93d04544,7
7c56c80400b9959de,7
1d88aa9a7d0c801af,7
2dfa18bd699890ad0,7
da01cc16676f0a922,7
84527f74527dd5015,7
f1bcb19a91678766f,7
eace4d820c48554f9,7
5c5543211e106d22f,7
7c2249a9188b50bef,7
4c06e3c01c16fc385,7
7160a70060d03011e,7
cfeaf564502c6486a,7
c9c5f4b0a92dd0ba6,7
d4bbf3c07b519a84a,7
7f65cdfe1b5b3ad34,7
c6bf9e4a553c1bf49,7
87878b5a7ae80196e,7
4e975393f79ba783d,7
9748cefd0c1ce35a8,7
dc7c65a0dad298f60,7
488670d0aad8a60e9,7
08b483ba44d67858e,7
acfe4c2190ddfc375,7
9dfb38281d4ae9091,7
587c72dae8777dcaf,7
02ed1f7710ea202c0,7
d8e50ff75b0444b0c,7
2a9df3aa721a456d6,7
ba18df7b0db4282f1,7
7e0ae3646faab767a,7
8c4a22ae34c0a770d,7
345bf8a84b11b15be,7
3587fb4df75e6fa5b,7
8ed5cb07db94ee2ce,7
50e213ede9d6053a6,7
0988fb783995f5504,7
0a3e2144f6c7c3c7d,7
4cc4ed9187f7e918c,7
85fbac65fb6ecf439,7
ecd3c5ca2ddf945d0,7
69289ced5fa88179c,7
3b286810e08eac042,7
dc5838ac1b66cc338,7
9c6a23184970c2ab1,7
caf2570bb3e324059,7
e6312dd653db7f056,7
eb32a5d3319b74ae5,7
a0fe320ed5be1c831,7
2f7f44c66f8463011,7
9bf1fa0074d3a93f7,7
22e828b85bca476d1,7
b3641eedbbdc995d8,7
c86517997083f5612,7
2557597dc703edab9,7
531ba42265d2571ae,7
5218d80d29349061b,7
d3d78247ecd5e6036,7
aed6bc96c731e4619,7
41bb961c331d76a80,7
7e2e076301bd118ce,7
a25891531af09f289,7
3b661add83a8a8eaf,7
e69dc6eeefcce965d,7
469c2ea101bb16e7d,7
0d3200d8aff94832e,7
8c74dfd20c70be222,7
9f5ab8313ef7afb2f,7
80f3236136ce62139,7
7b0c70574d519ed73,7
572fa7829a9b2af45,7
89dde0ba33c0a3f20,7
633c2fc17158f3f63,7
074b5f00b94eaae9e,7
38c0c11daa9a93ae8,7
d69ec371a37040052,7
11d820620c716128a,7
45a396fbb61245db3,7
7d981de9a017e347e,7
d1994cf11f9b350bd,7
05d989ac42dd3c4a5,7
db71cdef2eae9ff1d,7
83de5bbe1b10865d2,7
6302364e0e40671b7,6
58619cf7fe0295f9a,6
2ec73c7d063fa5d17,6
b7feb15d40ea8ee8c,6
1979e3fd78112938c,6
016fc8726e11188b1,6
2e5f3e72d304d01fd,6
2fd39ed30c037fc2d,6
87170eb15bf121e53,6
c04901f58c2d20d49,6
55238363def91ad0a,6
cfb9ec6c40852d4d2,6
9ff4743b0304b9c4b,6
45bf51cbe66e12919,6
3de9cc53492f52f99,6
83a96609bc54032bc,6
efd8c989342efcb97,6
8fefb14aa4cd86a42,6
85bf654cfcf4d1b6e,6
6b83df4728de42ce4,6
7a3ad6f6d69a9c5de,6
3a8eb44a60b5c1505,6
c51316b3546967ae9,6
c03f962ea8fbdfc00,6
d0f31576d1d8cc5d2,6
a2c89a6f78feaa207,6
907672fc5384c742b,6
892c4846a1e627f89,6
e1df6083efa5a3680,6
55310972fb084ab37,6
25f99cb424ac67f86,6
6017c0711fc067dca,6
f4027ec95cbb16526,6
9206d870060efc638,6
6ad6afa7220f61c90,6
ecd7ea7db80279df3,6
dc1a8d46c3225a148,6
311c0b0ec27cc9605,6
b214d7f41a6b0bbad,6
2974d87e8e983c287,6
b62edb676d6279a00,6
f02242635c38e9be2,6
58009925956444a8a,6
2e308470a197ffe44,6
6fef0979eaf6e3b0f,6
77dd486ec5984e8ca,6
bd88e71b16ae5bfab,6
74f9859598d7e47cf,6
be43bafca0ac4ac32,6
7f3b1d4b827b53861,6
358357c351c4514cf,6
3c8d194fe16adac27,6
26ca3c435f43326a8,6
fb6df1e598f2998df,6
91385c66589273e8d,6
4d1d4c2559ffe6d6e,6
364a36d481257a8d4,6
85520932547863386,6
f085d9115e820ba49,6
a0064a7fd9e5fe080,6
5dd3f95bf289a279e,6
ae33867297b676db5,6
cdb131423b4848dc8,6
f66b26dcec4fff82b,6
5d2e99d1238194ddb,6
c3a790caf34f8b43a,6
2a9ba51d0bc81c173,6
6261cfd11a6c66e65,6
cffd895860397da8b,6
9fc76dcc6bab4bf14,6
8b4392d39345a660e,6
6e21f8c16e8f7a2b9,6
3c67c75426fe78745,6
84a9c260685bec21d,6
51162e1550f2c3113,6
1c41438ffa8ef13b1,6
0e56391f2371821a3,6
d33cebb5a3f429db3,6
edf6da7ae10a7856e,6
11c3ed51a50e38bd2,6
00a77a19b5ea10f7d,6
5bd3469cda1b4f482,6
682ce4357af305e44,6
ed6333e87bd5d6735,6
25f8f2cb269f1916b,6
1a6bdeeacb484d933,6
ad8e5d97afc59b9da,6
d258fd8a4c7ca0adf,6
3d4a384b6be79ec57,6
fb8a96953c6e55fc8,6
167725c624a4d57b3,6
121f883a8b83397ac,6
055253a5f7e5a8adb,6
64106c27342d2c65b,6
88ca34b99aea5fd57,6
efc20b24807475dab,6
413000375af1508f2,6
de4aa3bc58037aa11,6
98360efe4c68906f4,6
658fee6c0f82e22c4,6
fb0c23f14f726caf8,6
654063fd25ed3a6c7,6
36a71c01571e4228a,6
c4358b8c3d62d8b98,6
36db57aef4edaeb51,6
fa14230fdf857f34c,6
f534ebaa355307f16,6
1ae419cac08b6feb2,6
13db17c7d2796515b,6
3c7688186ed42af3c,6
b359c626c248f5c44,6
3025ac38465943881,6
e9965b6f65024f1d4,6
d28a6ee7f499a37c9,6
fa1566f9574a15404,6
0cc7fc12bb2544c1e,6
00c4a166dd972fc39,6
a6afdc2fc554db661,6
82cac5aa3e8bbf856,6
0fe98c9731b2f89d7,6
bb4a64060078d8196,6
71d5064a3bc4f1434,6
3a90b5227bcdf7e5f,6
bffb9194ff6e1d2f8,6
21881ce0c24b5899f,6
f72cde44ba8449055,6
f861313c5dfee82e9,6
6474884a2078830cf,6
dee4839793141423a,6
c0c507649e703faec,6
4e83148b13754ffa6,6
3cc891d68cad113fa,6
5ddb2a4d74753b881,6
b1448a8eeac43d9e8,6
a8fa87a053e169345,6
1f333e579858f464f,6
c55d78cd8ef2507c0,6
c74cfb42e85f17da2,6
e93558302009157ec,6
dafe7100e79ef183d,6
d2d8dae9549380069,6
057b53539dc07a8ee,6
b58306222d8caf021,6
741a1a639da219d2d,6
d76b113934d7a0e16,6
4e998228595f0fdc3,6
d2d1e0077b58caead,6
4737f0f512905946c,6
c696954cc12e97854,6
b7be33e3b94522a3d,6
6fcf0093c1a019a26,6
6e0778d265098002c,6
3f44933d7b41c339a,6
bb40dc7ba8ea7589f,6
2808ca0ed632ff2bd,6
69d13d1e6980e75cd,6
46f67872e4d7f2ce3,6
b27e137204a46bc43,6
ef2d637440d8a299f,6
5ad0b492ef4d2c56f,6
b3bd7ddf17ba9152a,6
c402938a9b56b4301,6
a32e77a3065c22ebb,6
d08c9150f11367bbd,6
e9d6e95a89aab62e9,6
eff73b6b0b70ecb8f,6
dc139601071658f9e,6
97e74d95e9be44001,6
9349dba4c0c19a0f9,6
0db73f07debd892ea,6
d86aee776b2fa833f,6
54f356418707b8a99,6
20635d749ec52cbe9,6
875ab88dacd89a434,6
9006370db61b8fb42,6
7ec06af62dc630bb0,6
5e9bde06561e8ad9d,6
e9c991fbb39bc80dc,6
b8796bf57df017522,6
2f976d71db76c7679,6
6c477a0a6ba4c699a,6
c4ebe087c0bc16cc3,6
c60ff495865afb51c,6
4392149f9e293530f,6
8ca2c4aa11d206abc,6
f7f0fbe8273421ebd,6
5ab8f1d2685710ff8,6
064043fe56cab9805,6
dcdd4155748c28dce,6
4356ca5ba5f8545dd,6
4e151c89458452865,6
befff0795e8464f63,6
36f9c66320b745f4e,6
6993b81eb9b4430d7,6
b0a5957831f198eb5,6
7aadf2f50a6dcfaaf,6
3a263b84c9997514a,6
e35d87d58bbe1215b,6
552ad6c345817405d,6
39d3a637d4d6d661f,6
2176ab7c7833a0eb2,6
a924551124ac8bb06,6
879d67c86627166fc,6
88a19a98a582536f8,6
53b59aa3f4ed67975,6
b8f43f885e5e6e3a1,6
c5d77cd88855af200,6
10145b1d2faeece1b,6
68f5a23062324d71b,6
ff903c2a1e4022462,6
0c22556ed498533f3,6
1f417e2dd268bdd2a,6
8257721d7c3d39074,6
490f925e77c0c4c53,6
d4370903d9023aa9d,6
35829c532ccc35c97,6
dad57da12b3132d42,6
f932cd92aa58e14f7,6
c26eca1cab6610d20,6
8d53650ed37ed9097,5
a4769ba66f4e491ee,5
4ec26e9a95f50a8a7,5
a73ef5b65265b117b,5
42d6043985eb97b6e,5
bb0993115e87dfe04,5
1bc75ec0b055a7f2e,5
134ed7d3cc4335cf1,5
3b15d7688011158eb,5
0904b38232bc614ef,5
14e063fd546990ae2,5
d97071cd8190afbd5,5
584577ecce50b6660,5
4b1482a6ac90fef84,5
96a723740251f813b,5
df36c793cbbb15874,5
26eb9c284ee3a2bfe,5
8c8f32176516e7198,5
53abe9713a373f67f,5
e1e67249f37868898,5
0dddf0fe139483b70,5
b1a110f5255d8b7ef,5
5f86415a9f938263b,5
9bf896789b84f1816,5
9af5f48f7eda3e6f2,5
f287e597100f82724,5
cf52de770fabea601,5
0d266fb871f61e540,5
cf4a29f28cda1c352,5
e47d6008b0bdaeca8,5
cd6d144cf005af540,5
0541d5a2294e180ee,5
672e4ec1e3c451461,5
77ec969984f3fd82c,5
87206710da6fe124f,5
11987d7db12d8de22,5
ef971e6bc0fadf01f,5
9a694653d43c37000,5
1a0b287d1fb60c1aa,5
f02f53c281a52d50c,5
aed50c12eeed5196f,5
ef9e7a4509baff3a9,5
eaaa27f0b8ffcac14,5
b0efb2b43e3da5544,5
91898b41463a4a0a9,5
e1a8362366a6f06a5,5
50fb9350e400f3097,5
8bfc7581288109420,5
4d4fc3ca432fb5723,5
981ffc52dbf5dfe5c,5
b5c6e10f351fcbcee,5
315f270fa699f315f,5
2ea5ff21a79bc6c3f,5
56f4391ad15e14802,5
798a8802b9701d24b,5
184c7f8c0e8ebb49a,5
c13bec5c9def777dd,5
1a314f6ae8f17d94d,5
e104ea5571a24a679,5
73389144be981bbc3,5
e096b0349ca4f3bf9,5
1acfb7374e3513a0a,5
c0895fbae10a08428,5
b7094b5e03fcc7d2c,5
3745edbff91eedfc3,5
07995f76cdcda9109,5
67ad21d71eff8b6eb,5
71c6767325ce3d69d,5
087a58abd07c614a4,5
8735d17495ed8d658,5
64d65911b4251e550,5
2844ee905e531062f,5
6438a7ea6e82b1179,5
bd87ae0bb8512580d,5
471e4c7b6a1f1862b,5
a88af8aa2a979ff5f,5
1ff4b04e77ecedb97,5
df89e521699834419,5
d67647ad4082699f3,5
9609851f9707724b1,5
52d72b281a27113fa,5
0c0c133e34cfbca1f,5
e007a6d4963109a9a,5
07b95816761040923,5
f7cdf54cac6e72888,5
21cdb7e52632def68,5
d5b7f105807300b3a,5
e4a408b60ca024ecd,5
67593244f8f505065,5
215946b2aad49fffd,5
5f3aac0549e771f4c,5
d7275611182d9bbe2,5
a6d307210a9348009,5
ba986372e85c25ebf,5
daca2f9d3d8f8def4,5
7357b2981a60ba45d,5
e897ba2bfbc3a2a9c,5
c21f0eb2439e225c6,5
f5e87bd83975c0fe5,5
4130826d84feead20,5
64eb57e2cc77f87d8,5
b077ad4adce307195,5
5457b80e0c6ac6776,5
0088df74b94b07aad,5
75b6feec640c59286,5
9b37ed7abeb6f44e3,5
99a25b1342aca1936,5
fad13de622c896719,5
3c605f329f3ed769f,5
cc64e86841eca33db,5
3a4e2cfaf10852408,5
f3843bb24c112a1be,5
2306516cf1960c1cb,5
e583aa5d65f2254d1,5
5fbb375b20be3d80a,5
e7c8fa823bcf40d2f,5
7c575178255b24479,5
77687aad0ac18d74f,5
9f450f103131b0009,5
48e887d6eb60b0daa,5
38fc02fd8c043aa69,5
86ef17f7a0712de2b,5
9652c5eed45d982ae,5
ad9927c545ebb3f77,5
24ccd998373a9a3de,5
095f24d1194d6781f,5
c347ba9601aa6bee7,5
5ff756f5c7a82d8f8,5
c7baa23c5537b78f2,5
69960e56134ec76a6,5
588022f756d51be8b,5
80b17779dd29faa69,5
4a26ddcbeb504ea99,5
bb627b926d390ede5,5
e0c2ac77746836a60,5
4616d778c6ee62685,5
870fa3495a9267c0a,5
bddef3577c02d626d,5
f2ea5067a5cdc9446,5
0be6c9def63ed29c8,5
580b063930a9ac790,5
291296d3df6ab414d,5
c3447ff74b234307c,5
d01d1d7d4b3416907,5
13c1d2f09aca45124,5
c1fba82e26d6743e3,5
d795ce2e4ac2fd295,5
c618c75093a9fa863,5
d8d9d2e393580fe98,5
338c054307108c01f,5
7a258e2ddf24af84c,5
5bc3471c6c007f66e,5
0daee4fc9a798d9c2,5
59fc3b91661847305,5
c35060379549d6ed3,5
34777ffa91ad7ea4d,5
28506fadf5c584053,5
5df5c514cd1688eec,5
b206a9c0a5da48912,5
f27ba755451db303c,5
1f2b50bd1f746450b,5
7c3d5ff79bcebc14f,5
a2574fc9a854798a0,5
2eba3800109178199,5
35df58e1b939616e1,5
288f6ca7d68082f6c,5
c1c9449d0ccc34327,5
dce5815cb2bcab251,5
d1af859a0ee56f4fc,5
c855765ad23548390,5
85d1390c2dd62141b,5
e39dddd5057af31b1,5
cc2291b90fa7df670,5
e9a1f15e4a5126cac,5
bdb3cc006ab2c97c5,5
b7791dd2ff9e00c4a,5
f6389bacf11d0c7cb,5
0972ff1070b48396f,5
aac369653e940e577,5
4854cf516cbe9ae21,5
909b65c23c2a8040a,5
4ae3d1a1555e6dbe4,5
8b6a6983119eafedc,5
25e636ccb5e9ea6ae,5
b960913dc52ba9489,5
a4d1949c8c029b94f,5
2ff23dc3ab2eaf0fd,5
25986c15571733aa3,5
4a1dde58a653c37ae,5
a2162155291582308,5
0ec30b0f4fd6ab519,5
5c7a89a39bf26fc24,5
b971ac09e4c2f7571,5
3e1411e8711cd113d,5
c50207cf0e6fa3203,5
c34fdbdc4ac05d1aa,5
fcdaf50e2febe64d1,5
763ba8d26e7693831,5
e7771bcb8e3b6e760,5
e0304d6c79819165a,5
eeb87d4019be6a969,5
f7e0a79280e0a31da,5
3f1253489e02c442c,5
da7699562c705b4b7,5
576103f696bc76304,5
e64dfe5c00ad8db89,5
4fe680c12657ad374,5
d719184de1bf15d9e,5
23ef9955ec450dc67,5
c7d8a5e2c5f5782b3,5
7383415edbb61f271,5
efaf47964dc3fb0ea,5
6a68b2c7a25521e3e,5
b1d714f84fb5a77d2,5
3dae56bf0959aa5cd,5
d3af7e5f4066b3457,5
5f011eff70fd8322c,5
ebd03d8d3182dc590,5
cdecf031ebc78c8aa,5
c5a4d1b032599d828,5
56dcda8ba8e3737f8,5
c1fdcef030390d5b0,5
44d33ffc0c964236e,5
fd54f1925e4344d10,5
7bc9ce592ce60ca3b,5
a0d5c26fbe4ba78f9,5
8cca04e85004fbac7,5
008aac5f454da98dd,5
86e7876387635e33d,5
bc9076bd1bd11251a,5
0865922758c180c9b,5
8d1a6f7bafe85e039,5
612cfd8a5e396bdd3,5
8c05d79b21cb3d750,5
97be6703944c2c34f,5
f47bab984484516dd,5
b6d49ccf21917f355,5
1a4d81da9340083fd,5
92de043cc2a0d4557,5
0537b58ffb556a02e,5
4853fb59a306be824,5
6f4a73260868d18c2,5
1a480acb4debfce53,5
9ae64e6cd82893183,5
522625e8c121995d8,5
adc7bde3ea0640c93,5
4e7ee1d7195c6acc4,5
59b076e997db5722a,5
b5622bd6c5c5fe64b,5
176127d7863475a54,5
a1ad0c13993f082b4,5
a18aae921133e4972,5
b8edfbfdee25840ea,5
d5586eb15017bc412,5
bc2098daf22120294,5
55f96d07615a7ba1b,5
3ca8470f847a46eac,5
2851cb8bf588e028f,5
a0e705bc56f38b077,5
6a6ac8238a90c48d5,5
3883d8020289c821f,5
52facac918bea4439,5
5e1733fe7051cf27b,5
67d56973b535bd2c1,5
839a02d1106d8c0ec,5
406b45bb8f6811038,5
c92dc51b87393f925,5
f278bfe9247004a37,5
b2dd9a55508971057,5
3f127533e8dead346,5
9d3c4010ef6bab96e,5
f6233c7a3547eadf9,5
1413200ea65895a57,5
7ce0208f4d4d261a8,5
5ef3145c33eeea415,5
115955d9ea59c90b9,5
8bc49399fea69c681,5
31f72389488163352,5
49dd4d6aaf662269c,5
b1e35331fbeed0935,5
8565745a3753730fa,5
af213230e0bd88847,5
6e14fa88efe378c28,5
bd2ae3de7abb3826e,5
a32c580bba30ec3c3,5
46ceb81be55720b63,5
f1139441407b4c942,5
4e7141fc769b76f46,5
d2d7787fd5c0ea88d,5
4c8d74a5762520c09,5
e8fc80bbac3675940,5
d8943a0a546c5e119,5
beeba628ef50bf6ac,5
5110d39d238d5dd07,5
35b5ae43ad73ff219,5
8eb69bb7a60ec734b,5
3451ce7671c4d3de1,5
a178ca46526b07ffa,5
68ff4c073479b2bb4,5
c926298e063bf718d,5
581c0d57afb0514bb,5
6f825fcdb78a83144,5
2e3b99162d8b2fcfa,5
f7af3b8de68359e18,5
fe9b079ca5958a811,5
7aa03c3ebd3f62630,5
8652693f7f4228691,5
3031bc4c845b65e5c,5
d443438a8996a7f5a,5
cd505d05c0663826e,5
4996383c9945a8b6e,5
a8117b4b5bf8d4932,5
defe1b11b02f3af47,5
8366a7cee0dec31a8,5
087ee710cfb68d602,5
e2b92500c48e96630,5
f742dde62c093f4ce,5
3d7cd99f3237a4e1e,5
73034b7bceb5be10c,5
53d824e1848bc5b9d,5
27a81c6c2d038a420,5
0dbb1b82c84a427bd,5
b8e732bcb5087c488,5
ff697510844d23829,5
e27989fa45b1af695,5
c7f86cee92813c42b,5
89ae53dae4bd2a194,5
6b7536a1af376eeb7,5
5c8e2ddd98113d56e,5
4f5b41d2903ff71bd,5
7639c9eb3ade03822,5
0a29135703e0289b6,5
ca8db5865ff562eec,5
e41751be855ceb95b,5
80d7ecdb687824b0f,5
b378d02d67628affd,5
c590a03418d3593ee,5
f13e570417a38bebe,5
1eda1aaeeb51a1a53,5
e47649dce7a61e428,5
dfe68ebb1431bb262,5
2dbd632755fddb57d,5
759fac7d8ca42c832,5
ae55a243c3badbe41,5
1e12e457d42928682,5
5faa7d54a198a9b98,5
27585928949a190b6,5
33a760c127ffb1883,5
9f6b054dbf3de3a85,5
2f60ca3329842b092,5
4a114a49ef5794ff0,5
d49bb7c9f74b1838e,5
ea71e4f6747fa9477,5
48b0dc16d78488406,5
e2c9efa4ff8eb63ac,5
6bc30e294d57dec7e,5
405640b2af1434e7c,5
319055cd42952f5e9,5
9ff6a3c8533eccf23,5
9abca0e6a9b61ba8c,5
3b15eb9bf643d09d9,5
3a3d0dd0dd980beea,5
dc792a687d78260b0,5
d6cff8a0156af2b66,5
5af378dce66cb9ba4,5
f84639cc21bb8f289,5
ba2296bd82d264547,5
21503e3c16c1cb103,5
1b012f38f4f989065,5
bdd18e74dce1b709b,5
25395aab65b3f258e,5
338984c5dd134c36d,5
43b396a92f1fdb62e,5
a9e8ecf64abbb440a,5
3ba0a7f76675ca737,5
2de13950ab026da24,5
b37ad433ead933699,5
68d1768f3b656fbea,5
88dab6348bad5b0ea,5
65e47bbd078831991,5
b8726c826a00a59ad,5
304e5e7f290444afc,5
d2149cbc9ee99a543,5
71a8cdea1d047801d,5
863571191029c71f1,5
54d5738187f817bda,5
709d8e75be9c82ecb,5
49651e837ae217f8e,5
826ed5ba24f27bfac,5
3210a68a554a9a9db,5
0c4e7b2688e86c599,5
dd064fed42f66310d,5
c41c28397332d88fb,5
d28fc341074678b8b,5
24553cfd601c2629e,5
4ee943ad9fd56dc34,5
c8f7cabd4e610b5bb,5
e27e36ac26053b263,5
8983faa8dba1c1646,5
d00b28433191a6269,5
1c5ebdc15cde6401a,5
6ae5256f0f23d71bc,5
dbf9fbb0c6aa47517,5
44a2a74ab05046002,5
53d50e60ee70643b7,5
ad8a73f09cc7c10df,5
931d62f6077a0135d,5
e962a1204f9e6b8a2,5
adef550a5fbc88c26,5
d5f4bd325d2a735fd,5
c3687628e57cac3e9,5
183a46c01be38f9fb,5
5261a9278cdbc5346,5
fcf7e5c47771f1123,5
afb6ecbd74495d42c,5
515a03b4ed0afe40d,5
0be05daa74bd77383,5
eb304d39f3f2a9950,5
2d08b603626c03d14,5
c87f1cf094ea2718a,5
a48b2cba92f2b72fd,5
673d0bbdbe845e4b9,5
df1f373114c6ffe57,5
3dfcef128bd689059,5
9345442695549166e,5
24d233abb4209cfb3,5
1070f6b8a9aa51a3f,5
34ffda5071d276773,5
7af792a37789e6382,5
52354adf883dfcc09,5
7df967b88da509827,5
79f5da856131b45ad,5
833e8b6613f788600,5
f97689a7efd0786cd,5
95fc17983981db6fd,5
ae9ae017d0f2eb8e8,5
bd49cc6bd7079b9c4,5
ca63f42c4f7a98404,5
290380ad054bc9d0a,5
71348ea3ac97826d6,5
49a3f82aaac3cb691,5
405cb7116ab9971a6,5
eba1f53e72356a52a,5
782e0190a5c3ab232,5
67592c786562f99c3,5
33d79b5de3b04199a,5
3bd332abac26816c8,5
f41e0b3f259aa71f7,5
2231c3678804829bf,5
bfee56cf86fb04b49,5
2d24eeab7be166403,5
d4a079397cd9e11cd,5
136b358ce6c7a69e2,5
9314d827737f34fff,5
c61fd7c63b828b63e,5
290733296015851d2,5
08079815e838c621b,5
d71c39e734ab940cf,5
cf64fb59eae26b0c8,5
c8297317163222b5d,5
9d7e450ed7bcc75db,5
9592636838ab93032,5
f05cb67125b476d81,5
e47244d5cbddc1c90,5
4349e3fcaadd37c18,5
e4bab9bfd9d4252aa,5
3061af678195b60fe,5
40738de2907fea652,5
1c6de29c5f2827e7a,5
34e0c5ce2a717ec78,5
c733a4fa625554dc1,5
90d36fb8504025ef4,5
29c3c3738c6f86dec,5
77751d377b3554ef6,5
4b6d464513f03cc58,5
222d99eab9104d0cc,5
80a1966a9f5e989ee,5
469b96f9f2892b4bb,5
c16e08eebf6c7c9a1,5
19d5eeed41ca90976,5
e21ba44c99856b42f,5
80ecb2cf37cba1d0c,5
f22871b1e6d27f252,5
ba1b827607e35580d,5
574988489df40af95,5
a2a8d7eb755bfc6fd,5
b2076e40f22b48874,5
97971a6a0068321db,5
14f4d18741020e01c,5
9511df82be341c09d,5
8e58cbc9491f4c545,5
fa57b4e81a35ed6bf,5
c8f90ff2f84ee7b03,5
